132,130,132,133,136,117,<- Day 1 ALL
121,121,125,124,131,125,
117,121,130,134,127,134,
113,104,128,124,136,139,
123,124,110,129,128,121,
139,130,122,128,135,139,
104,120,126,134,123,136,
119,120,131,129,130,116,
118,117,139,120,138,121,
104,110,141,125,117,126,
132,126,137,121,123,119,
